MAKE,MODEL,GRADE,CHASSIS NO,COLOUR,IMAGE_URL,ENGINE CC,MILEAGE,YEAR/MONTH,LOCATION,PRICE,FEATURES,YEAR,MAKE_MODEL,_feature_tokens,MONTH
TOYOTA,ROOMY,UNKNOWN,67970,ORANGE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1000,75219.0,2018,NAIROBI,2190996,"12V ADAPTOR, 5 DOOR, 5 SEATER, ABS, AC CHARGER ADAPTER, CRUISE CONTROL, CUP HOLDER, FABRIC SEATS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), MANUAL SEATS CONTROL, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER SLIDING PASSENGER DOOR, POWER STEERING, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, REAR POWER SLIDING DOOR (DRIVER SIDE), REVERSE CAMERA, TRACTION CONTROL, USB PORT",2018,TOYOTA ROOMY,"['12v', 'adaptor', '5', 'door', '5', 'seater', 'abs', 'ac', 'charger', 'adapter', 'cruise', 'control', 'cup', 'holder', 'fabric', 'seats', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'manual', 'seats', 'control', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'sliding', 'passenger', 'door', 'power', 'steering', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'rear', 'power', 'sliding', 'door', 'driver', 'side', 'reverse', 'camera', 'traction', 'control', 'usb', 'port']",12.0
LANDROVER,DEFENDER,UNKNOWN,9852,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2000,72793.0,2021,MOMBASA,4631832,"12V ADAPTOR, 360 DEGREES CAMERA, 5 DOOR, 7 SEATER, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DIGITAL DISPLAY, DIGITAL INFOTAINMENT SYSTEM, DRIVING MODE SELECTOR, ELECTRIC HANDBRAKE, FOG LIGHTS, HEATED SEATS, HEATED STEERING WHEEL, HEIGHT CONTROL, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, MUD GUARD, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, SIDE MIRROR INDICATORS, SIDE STEPS, TRACTION CONTROL, TYRE PRESSURE MONITOR",2021,LANDROVER DEFENDER,"['12v', 'adaptor', '360', 'degrees', 'camera', '5', 'door', '7', 'seater', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'digital', 'display', 'digital', 'infotainment', 'system', 'driving', 'mode', 'selector', 'electric', 'handbrake', 'fog', 'lights', 'heated', 'seats', 'heated', 'steering', 'wheel', 'height', 'control', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'mud', 'guard', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'side', 'mirror', 'indicators', 'side', 'steps', 'traction', 'control', 'tyre', 'pressure', 'monitor']",2.0
MERCEDEZ BENZ,GLE43,UNKNOWN,46971,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,3000,103295.0,2018,NAIROBI,2736146,"12V ADAPTOR, 360 DEGREES CAMERA, 4 DOORS, 5 SEATER, ACTIVE BRAKING SYSTEM, ALLOY RIMS, AMG RIMS, AWD, CLIMATE CONTROL SETTINGS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DIGITAL DISPLAY, DIGITAL INFOTAINMENT SYSTEM, DRIVER'S ARMREST WITH STORAGE, DRIVING MODE SELECTOR, DUAL ZONE CLIMATE CONTROL, ELECTRIC HANDBRAKE, FRONT & REAR CLIMATE CONTROL, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, MEMORY SEATS, MULTI FUNCTIONAL STEERING, MULTILINGUAL CENTER CONSOLE, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER PANORAMIC SUNROOF, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, REAR SEAT ARMREST WITH STORAGE, SIDE MIRROR INDICATORS, SIDE STEPS, SUSPENSION CONTROL, TRACTION CONTROL, USB PORT",2018,MERCEDEZ BENZ GLE43,"['12v', 'adaptor', '360', 'degrees', 'camera', '4', 'doors', '5', 'seater', 'active', 'braking', 'system', 'alloy', 'rims', 'amg', 'rims', 'awd', 'climate', 'control', 'settings', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'digital', 'display', 'digital', 'infotainment', 'system', 'driver', 's', 'armrest', 'with', 'storage', 'driving', 'mode', 'selector', 'dual', 'zone', 'climate', 'control', 'electric', 'handbrake', 'front', 'rear', 'climate', 'control', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'memory', 'seats', 'multi', 'functional', 'steering', 'multilingual', 'center', 'console', 'multimedia', 'centre', 'console', 'paddle', 'shifters', 'parking', 'sensors', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'panoramic', 'sunroof', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'rear', 'seat', 'armrest', 'with', 'storage', 'side', 'mirror', 'indicators', 'side', 'steps', 'suspension', 'control', 'traction', 'control', 'usb', 'port']",8.0
TOYOTA,PRADO,UNKNOWN,95624,RED,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2700,59758.0,2019,NAIROBI,3207088,"12V ADAPTOR, 4WD, 5 DOOR, 7 SEATER, ABS, ABS CONTROL, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DRIVER'S ARMREST WITH STORAGE, FOG LIGHTS, HEATED /COOLED SEATS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, MULTI FUNCTIONAL STEERING, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REVERSE CAMERA, REVERSE WARNING BUZZER, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT",2019,TOYOTA PRADO,"['12v', 'adaptor', '4wd', '5', 'door', '7', 'seater', 'abs', 'abs', 'control', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'driver', 's', 'armrest', 'with', 'storage', 'fog', 'lights', 'heated', 'cooled', 'seats', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'multi', 'functional', 'steering', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'reverse', 'camera', 'reverse', 'warning', 'buzzer', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port']",1.0
TOYOTA,MARKX,UNKNOWN,5871,BLACK,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2500,73244.0,2018,KISUMU,2422568,"12V ADAPTOR, 4 DOORS, 5 SEATER, ACTIVE BRAKING SYSTEM, ALLOY RIMS, CUP HOLDER, DAYTIME RUNNING LED, DRIVER'S ARMREST WITH STORAGE, DRIVING MODE SELECTOR, ECO MODE, ELECTRIC HANDBRAKE, EYESIGHT SENSORS, FABRIC SEATS, FOG LIGHTS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LED HEADLIGHTS, MANUAL SEATS CONTROL, MULTI CLIMATE CONTROL, MULTI FUNCTIONAL STEERING, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORTS",2018,TOYOTA MARKX,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'active', 'braking', 'system', 'alloy', 'rims', 'cup', 'holder', 'daytime', 'running', 'led', 'driver', 's', 'armrest', 'with', 'storage', 'driving', 'mode', 'selector', 'eco', 'mode', 'electric', 'handbrake', 'eyesight', 'sensors', 'fabric', 'seats', 'fog', 'lights', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'led', 'headlights', 'manual', 'seats', 'control', 'multi', 'climate', 'control', 'multi', 'functional', 'steering', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'reverse', 'camera', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'ports']",3.0
NISSAN,X-TRAIL,UNKNOWN,47545,BLUE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2000,13426.0,2018,KISUMU,804444,"12V ADAPTOR, 5 DOOR, 5 SEATER, ABS, AC CHARGER ADAPTER, ACTIVE BRAKING SYSTEM, CUP HOLDER, DAYTIME RUNNING LED, DUAL A/C, KEY START, LEATHER SEATS, MANUAL SEATS CONTROL, MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, RADIO, REVERSE CAMERA, SIDE MIRROR INDICATORS, USB PORT",2018,NISSAN X-TRAIL,"['12v', 'adaptor', '5', 'door', '5', 'seater', 'abs', 'ac', 'charger', 'adapter', 'active', 'braking', 'system', 'cup', 'holder', 'daytime', 'running', 'led', 'dual', 'a', 'c', 'key', 'start', 'leather', 'seats', 'manual', 'seats', 'control', 'multi', 'functional', 'steering', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'radio', 'reverse', 'camera', 'side', 'mirror', 'indicators', 'usb', 'port']",2.0
HONDA,CIVIC,UNKNOWN,6210,PEARL,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,99802.0,2018,NAIROBI,2683796,"12V ADAPTOR, 5 DOOR, 5 SEATER, 5 SPEED MANUAL TRANSMISSION, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DUAL REAR EXHAUST, ELECTRIC HANDBRAKE, FABRIC SEATS, FOG LIGHTS, HEATED SEATS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LED HEADLIGHTS, MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, REAR SPOILER, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL",2018,HONDA CIVIC,"['12v', 'adaptor', '5', 'door', '5', 'seater', '5', 'speed', 'manual', 'transmission', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'dual', 'rear', 'exhaust', 'electric', 'handbrake', 'fabric', 'seats', 'fog', 'lights', 'heated', 'seats', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'led', 'headlights', 'multi', 'functional', 'steering', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'rear', 'spoiler', 'reverse', 'camera', 'side', 'mirror', 'indicators', 'traction', 'control']",4.0
TOYOTA,ALLION,UNKNOWN,4852,ORANGE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,53183.0,2018,KISUMU,4898631,"1 ZONE CLIMATE CONTROL, 12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, CLIMATE CONTROL SETTINGS, CUP HOLDER, DIGITAL INFOTAINMENT SYSTEM, DRIVER'S ARMREST WITH STORAGE, ECO MODE, FABRIC SEATS, KEY START, MANUAL SEATS CONTROL, MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, RADIO, REAR SEAT ARMREST, SIDE MIRROR INDICATORS, XENON HEADLIGHTS",2018,TOYOTA ALLION,"['1', 'zone', 'climate', 'control', '12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'climate', 'control', 'settings', 'cup', 'holder', 'digital', 'infotainment', 'system', 'driver', 's', 'armrest', 'with', 'storage', 'eco', 'mode', 'fabric', 'seats', 'key', 'start', 'manual', 'seats', 'control', 'multi', 'functional', 'steering', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'radio', 'rear', 'seat', 'armrest', 'side', 'mirror', 'indicators', 'xenon', 'headlights']",3.0
TOYOTA,PRADO,UNKNOWN,92921,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2700,22675.0,2018,MOMBASA,3177712,"12V ADAPTOR, 4WD, 5 DOOR, 7 SEATER, ABS, ABS CONTROL, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DRIVER'S ARMREST WITH STORAGE, FOG LIGHTS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LED HEADLIGHTS, MANUAL SEATS CONTROL, MULTI FUNCTIONAL STEERING, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REVERSE CAMERA, REVERSE WARNING BUZZER, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT",2018,TOYOTA PRADO,"['12v', 'adaptor', '4wd', '5', 'door', '7', 'seater', 'abs', 'abs', 'control', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'driver', 's', 'armrest', 'with', 'storage', 'fog', 'lights', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'led', 'headlights', 'manual', 'seats', 'control', 'multi', 'functional', 'steering', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'reverse', 'camera', 'reverse', 'warning', 'buzzer', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port']",11.0
TOYOTA,HILUX,UNKNOWN,2444,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2400,26072.0,2018,MOMBASA,2826210,"12V ADAPTOR, 4 DOORS, 4 SEATER, 4WD, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DOWNHILL ASSIST CONTROL, DRIVER'S ARMREST WITH STORAGE, FOG LIGHTS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, MANUAL SEATS CONTROL, MUD GUARD, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, SIDE MIRROR INDICATORS, SIDE STEPS, TRACTION CONTROL",2018,TOYOTA HILUX,"['12v', 'adaptor', '4', 'doors', '4', 'seater', '4wd', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'downhill', 'assist', 'control', 'driver', 's', 'armrest', 'with', 'storage', 'fog', 'lights', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'manual', 'seats', 'control', 'mud', 'guard', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'side', 'mirror', 'indicators', 'side', 'steps', 'traction', 'control']",4.0
ISUZU,ELF,UNKNOWN,74598,RED,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,3000,396082.0,2018,KISUMU,5103393,"FABRIC SEATS, LANE DEPARTURE WARNING SYSTEM (LDWS), MANUAL SEATS CONTROL, POWER STEERING, POWER WINDOW",2018,ISUZU ELF,"['fabric', 'seats', 'lane', 'departure', 'warning', 'system', 'ldws', 'manual', 'seats', 'control', 'power', 'steering', 'power', 'window']",2.0
TOYOTA,PREMIO,UNKNOWN,35360,BLACK,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1800,127709.0,2018,KISUMU,1739390,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, CUP HOLDER, FABRIC SEATS, FOG LIGHTS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REVERSE CAMERA, REVERSE WARNING BUZZER, SIDE MIRROR INDICATORS, TRACTION CONTROL, XENON HEADLIGHTS",2018,TOYOTA PREMIO,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'cup', 'holder', 'fabric', 'seats', 'fog', 'lights', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'multi', 'functional', 'steering', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'reverse', 'camera', 'reverse', 'warning', 'buzzer', 'side', 'mirror', 'indicators', 'traction', 'control', 'xenon', 'headlights']",11.0
